240000, 22.14
270000, 18.48
300000, 17.92
330000, 17.19
360000, 17.31
390000, 17.19
420000, 17.48
450000, 17.33
480001, 17.24
510001, 17.29
540001, 17.43
570001, 17.68
600001, 18.12
630001, 18.16
660001, 18.12
690001, 18.14
720002, 18.14
750002, 18.43
780002, 18.38
810002, 18.43
840002, 18.38
870002, 18.55
900002, 18.53
930002, 18.55
960002, 18.60
990002, 18.70
1020002, 18.70
1050002, 18.68
1080002, 18.73
1110002, 18.90
1140002, 18.90
1170002, 18.85
1200002, 18.92
1230002, 19.02
1260002, 18.99
1290002, 19.04
1320002, 18.99
1350002, 19.04
1380002, 19.12
1410002, 18.95
1440002, 19.07
1470002, 19.12
1500002, 19.02
1530002, 19.02
1560002, 18.95
1590002, 19.14
1620002, 19.09
1650002, 19.09
1680002, 19.12
1710002, 19.29
1740002, 19.12
1770002, 19.41
1800002, 19.53
1830002, 19.24
1860002, 19.31
1890002, 19.21
1920002, 19.34
1950002, 19.24
1980002, 19.24
2010002, 19.26
2040002, 19.26
2070002, 19.34
2100002, 19.21
2130002, 19.36
2160002, 19.46
2190002, 19.04
2220002, 19.41
2250002, 19.19
2280002, 19.38
2310002, 19.51
2340002, 20.12
2370002, 19.46
2400002, 19.07
2430002, 19.19
2460002, 19.02
2490002, 19.56
2520002, 19.41
2550002, 18.99
2580002, 19.14
2610002, 18.95
2640002, 19.56
2670002, 19.38
2700002, 19.95
2730002, 19.36
2760002, 19.48
2790002, 19.43
2820002, 19.60
2850002, 19.53
2880002, 19.24
2910002, 19.82
2940002, 19.48
2970002, 19.51
3000002, 19.36
3030002, 19.46
3060002, 19.46
3090002, 19.46
3120002, 19.63
3150002, 19.70
3180002, 19.63
3210002, 19.63
3240002, 19.73
3270002, 19.75
3300002, 19.90
3330002, 19.60
3360002, 19.78
3390002, 19.68
3420002, 19.34
3450002, 19.82
3480002, 19.68
3510002, 19.75
3540002, 19.63
3570002, 20.04
3600002, 20.00
3630002, 19.92
3660002, 19.90
3690002, 19.92
3720002, 20.36
3750002, 20.04
3780002, 19.75
3810002, 19.82
3840002, 19.95
3870002, 20.07
3900002, 20.17
3930002, 19.78
3960002, 19.85
3990002, 19.97
4020002, 20.31
4050002, 20.34
4080002, 20.56
4110002, 20.51
4140002, 20.56
4170002, 20.48
4200002, 20.61
4230002, 20.56
4260002, 20.70
4290002, 20.87
4320002, 20.61
4350002, 20.95
4380002, 20.75
4410002, 20.58
4440002, 20.68
4470002, 20.85
4500002, 20.70
4530002, 20.65
4560002, 20.61
4590002, 20.73
4620002, 20.61
4650002, 20.51
4680002, 20.63
4710002, 20.58
4740002, 20.63
4770002, 20.85
4800002, 20.90
4830002, 21.07
4860002, 20.90
4890002, 20.85
4920002, 20.63
4950002, 21.02
4980002, 20.65
5010002, 20.70
5040002, 20.58
5070002, 20.78
5100002, 20.73
5130002, 20.70
5160002, 20.83
5190002, 20.92
5220002, 20.90
5250002, 21.41
5280002, 20.90
5310002, 21.00
5340002, 20.92
5370002, 21.09
5400002, 20.95
5430002, 20.90
5460002, 20.85
5490002, 20.90
5520002, 21.34
5550002, 20.92
5580002, 21.02
5610002, 20.92
5640002, 20.90
5670002, 20.97
5700002, 21.02
5730002, 20.90
5760002, 20.90
5790002, 20.87
5820002, 20.97
5850002, 20.90
5880002, 20.85
5910002, 20.85
5940002, 21.46
5970002, 21.02
6000002, 21.04
6030002, 21.07
6060002, 21.02
6090002, 21.36
6120002, 21.04
6150002, 21.09
6180002, 21.07
6210002, 21.36
