115.0	21.17
115.5	21.09
116.0	20.95
116.5	21.17
117.0	21.04
117.5	20.85
118.0	21.02
118.5	21.22
119.0	21.09
119.5	20.73
120.0	21.75
120.5	22.92
121.0	23.77
121.5	23.81
122.0	21.95
122.5	23.40
123.0	24.31
123.5	25.12
124.0	24.56
124.5	22.44
125.0	21.73
125.5	21.78
126.0	22.02
126.5	24.39
127.0	23.73
127.5	23.93
128.0	23.90
128.5	23.75
129.0	23.71
129.5	23.75
130.0	23.80
130.5	23.78
131.0	23.71
131.5	23.90
132.0	24.00
132.5	23.93
133.0	23.97
133.5	23.41
134.0	23.51
134.5	23.49
135.0	23.97
135.5	23.73
136.0	23.63
136.5	23.71
137.0	23.85
137.5	23.80
138.0	23.83
138.5	23.75
139.0	24.15
139.5	23.85
140.0	23.71
140.5	23.83
141.0	23.78
141.5	23.83
142.0	23.90
142.5	23.73
143.0	23.93
143.5	24.19
144.0	24.49
144.5	24.46
145.0	24.12
145.5	24.15
146.0	24.12
146.5	24.07
147.0	24.24
147.5	24.22
148.0	24.19
148.5	24.07
149.0	24.15
149.5	24.24
150.0	23.90
150.5	23.88
151.0	23.95
151.5	24.00
152.0	24.05
152.5	23.93
153.0	23.88
153.5	24.02
154.0	23.78
154.5	23.73
155.0	23.80
155.5	23.73
156.0	23.63
156.5	23.63
157.0	23.88
157.5	23.97
158.0	23.95
158.5	23.95
159.0	23.97
159.5	23.97
160.0	24.17
160.5	24.10
161.0	24.29
161.5	24.32
162.0	24.24
162.5	24.24
163.0	24.29
163.5	24.39
164.0	24.44
164.5	24.46
165.0	24.93
165.5	25.17
166.0	25.10
166.5	24.71
167.0	25.05
167.5	25.27
168.0	24.90
168.5	25.15
169.0	25.37
169.5	25.12
170.0	25.34
170.5	25.37
171.0	25.07
171.5	24.93
172.0	25.02
172.5	25.54
173.0	25.15
173.5	25.24
174.0	25.22
174.5	25.02
175.0	25.27
175.5	24.98
176.0	25.05
176.5	25.10
177.0	25.54
177.5	25.27
178.0	25.29
178.5	25.32
179.0	25.34
179.5	25.27
180.0	25.17
180.5	25.27
181.0	25.22
181.5	25.29
182.0	25.17
182.5	25.44
183.0	25.44
183.5	25.85
184.0	25.73
184.5	25.49
185.0	25.71
185.5	25.29
186.0	24.88
186.5	24.88
187.0	25.00
187.5	25.34
188.0	25.27
188.5	25.20
189.0	25.20
189.5	25.20
190.0	25.29
190.5	25.05
191.0	25.05
191.5	24.93
192.0	24.93
192.5	24.73
193.0	24.71
193.5	24.73
194.0	24.66
194.5	24.66
195.0	24.66
195.5	24.27
196.0	24.27
196.5	23.88
197.0	23.88
197.5	24.22
198.0	24.10
198.5	23.83
199.0	23.58
199.5	23.88
200.0	23.80
200.5	24.15
201.0	23.68
201.5	24.10
202.0	23.95
202.5	23.97
203.0	23.73
203.5	23.80
204.0	23.71
204.5	23.85
205.0	23.93
205.5	23.78
206.0	24.05
206.5	24.00
207.0	23.88
207.5	23.90
208.0	23.63
208.5	23.54
209.0	23.27
209.5	23.17
210.0	22.95
210.5	23.05
211.0	22.78
211.5	22.80
212.0	22.83
212.5	22.92
213.0	23.17
213.5	22.78
214.0	23.02
214.5	22.83
215.0	22.73
215.5	22.73
216.0	22.68
216.5	22.78
217.0	22.66
217.5	22.83
218.0	22.80
218.5	22.71
219.0	22.58
219.5	22.78
220.0	22.71
220.5	22.73
221.0	23.00
221.5	22.68
222.0	23.05
222.5	22.95
223.0	22.92
223.5	23.12
224.0	23.19
224.5	23.05
225.0	23.00
225.5	23.36
226.0	23.19
226.5	23.36
227.0	23.24
227.5	23.29
228.0	23.34
228.5	23.54
229.0	23.63
229.5	23.68
230.0	23.75
230.5	24.12
231.0	24.76
231.5	24.56
232.0	24.41
232.5	24.34
233.0	24.41
233.5	24.49
234.0	24.41
234.5	24.41
235.0	24.37
235.5	24.85
236.0	24.41
236.5	24.44
237.0	24.78
237.5	24.46
238.0	24.44
238.5	24.46
239.0	24.71
239.5	24.73
240.0	24.61
240.5	24.54
241.0	25.07
241.5	24.61
242.0	24.51
242.5	24.22
243.0	24.41
243.5	24.44
244.0	24.39
244.5	24.24
245.0	24.83
245.5	24.34
246.0	24.46
246.5	24.29
247.0	24.29
247.5	24.29
248.0	24.29
248.5	24.32
249.0	24.27
249.5	24.24
250.0	24.27
250.5	24.27
251.0	24.17
251.5	24.32
252.0	24.95
252.5	25.15
253.0	25.32
253.5	25.24
254.0	25.39
254.5	25.20
255.0	25.24
255.5	25.27
256.0	25.22
256.5	25.17
257.0	25.02
257.5	25.05
258.0	25.61
258.5	24.95
259.0	25.17
259.5	25.29
260.0	25.66
260.5	25.24
261.0	24.32
261.5	24.51
262.0	26.17
262.5	26.00
263.0	23.73
263.5	24.15
264.0	25.32
264.5	25.90
265.0	25.78
265.5	25.93
266.0	25.81
266.5	25.78
267.0	25.54
267.5	25.42
268.0	25.17
268.5	25.39
269.0	25.29
269.5	25.15
270.0	25.15
270.5	24.90
271.0	24.61
271.5	24.80
272.0	24.34
272.5	24.58
273.0	24.22
273.5	24.10
274.0	23.80
274.5	23.85
275.0	23.97
275.5	23.75
276.0	23.88
276.5	23.93
277.0	24.24
277.5	24.17
278.0	24.15
278.5	24.00
279.0	23.90
279.5	24.15
280.0	23.95
280.5	23.80
281.0	23.73
281.5	23.75
282.0	23.88
282.5	23.97
283.0	23.73
283.5	23.68
284.0	23.68
284.5	23.83
285.0	23.75
285.5	23.78
286.0	23.78
286.5	23.88
287.0	23.85
287.5	24.02
288.0	23.97
288.5	24.19
289.0	24.12
289.5	24.32
290.0	24.22
290.5	24.41
291.0	24.39
291.5	24.51
292.0	24.49
292.5	24.51
293.0	24.51
293.5	24.46
294.0	24.61
294.5	24.58
295.0	24.51
295.5	24.44
296.0	24.37
296.5	24.46
297.0	24.41
297.5	24.32
298.0	24.34
298.5	24.37
299.0	24.29
299.5	24.63
300.0	24.34
300.5	24.46
301.0	24.46
301.5	24.39
302.0	24.37
302.5	24.32
303.0	24.22
303.5	24.41
304.0	24.37
304.5	24.44
305.0	24.37
305.5	24.27
306.0	24.29
306.5	24.37
307.0	24.22
307.5	24.46
308.0	24.37
308.5	24.27
309.0	24.32
309.5	24.34
310.0	24.24
310.5	24.24
311.0	24.27
