0.000000000000000000e+00 1.862999999999999901e+01
3.000000000000000000e+01 1.862999999999999901e+01
3.000000000000000000e+01 1.862999999999999901e+01
3.000000000000000000e+01 1.955999999999999872e+01
3.000000000000000000e+01 1.955999999999999872e+01
6.000000000000000000e+01 1.955999999999999872e+01
6.000000000000000000e+01 1.955999999999999872e+01
6.000000000000000000e+01 2.071000000000000085e+01
6.000000000000000000e+01 2.071000000000000085e+01
9.000000000000000000e+01 2.071000000000000085e+01
9.000000000000000000e+01 2.071000000000000085e+01
9.000000000000000000e+01 2.105000000000000071e+01
9.000000000000000000e+01 2.105000000000000071e+01
1.200000000000000000e+02 2.105000000000000071e+01
1.200000000000000000e+02 2.105000000000000071e+01
1.200000000000000000e+02 2.373000000000000043e+01
1.200000000000000000e+02 2.373000000000000043e+01
1.500000000000000000e+02 2.373000000000000043e+01
1.500000000000000000e+02 2.373000000000000043e+01
1.500000000000000000e+02 2.458999999999999986e+01
1.500000000000000000e+02 2.458999999999999986e+01
1.800000000000000000e+02 2.458999999999999986e+01
1.800000000000000000e+02 2.458999999999999986e+01
1.800000000000000000e+02 2.451999999999999957e+01
1.800000000000000000e+02 2.451999999999999957e+01
2.100000000000000000e+02 2.451999999999999957e+01
2.100000000000000000e+02 2.451999999999999957e+01
2.100000000000000000e+02 2.348000000000000043e+01
2.100000000000000000e+02 2.348000000000000043e+01
2.400000000000000000e+02 2.348000000000000043e+01
2.400000000000000000e+02 2.348000000000000043e+01
2.400000000000000000e+02 2.492000000000000171e+01
2.400000000000000000e+02 2.492000000000000171e+01
2.700000000000000000e+02 2.492000000000000171e+01
2.700000000000000000e+02 2.492000000000000171e+01
2.700000000000000000e+02 2.417999999999999972e+01
2.700000000000000000e+02 2.417999999999999972e+01
3.000000000000000000e+02 2.417999999999999972e+01
3.000000000000000000e+02 2.417999999999999972e+01
3.000000000000000000e+02 2.433999999999999986e+01
3.000000000000000000e+02 2.433999999999999986e+01
3.300000000000000000e+02 2.433999999999999986e+01
